p_error_x,p_error_y,p_error_z,q_error_x,q_error_y,q_error_z,q_error_w
0.007243388598493803,-0.017276394026358565,-0.0009086573702205766,0.0006694257145406339,0.0038537300017111526,0.0012491902990980266,0.9999915700434093
0.007196358005316782,-0.015777603221135174,-0.0009087706840371114,0.00103841340971979,0.0037731925585623143,0.09778405340469103,0.9951999616234191
0.00023595110538702016,0.0019603076224160264,-0.00018123628813032644,0.0069783288917175,0.0035354112261952193,0.09095401979134429,0.9958243670834415
0.00023629971119020973,0.0019598677106741173,-0.00018002323572880938,0.006986450285135695,0.0035431544370489207,0.09095376602738448,0.9958243057962004
3.920405345090444e-05,0.003447175443246424,-0.0001802816172732334,0.007232615675409644,0.002977130637519292,0.16782883575191376,0.9857851225565417
3.935288135217124e-05,0.0034465476932849758,-0.00018119410604820058,0.007244494758504527,0.0029821716927111047,0.16782881320874882,0.9857850239299805
-0.0002313225746939443,0.004922706369970014,-0.00018133777339255502,0.0073971807409346415,0.0025347953492028228,0.2269842997174329,0.9738670259390707
0.0016173090378545016,0.0015166356210241398,-0.0009952109855030193,-0.002001819066016832,0.000285772378661866,0.06749314600649592,0.99771768867587
0.0007238816334860163,0.00037499181900491063,-0.0004939480089119277,0.004447465651893034,0.007969406123142533,0.012120850196962851,0.9998848901777756
0.0003799891702185379,0.001834797247549716,-0.0004940604533949823,0.004759458633653005,0.007788194095761521,0.05148977432210072,0.9986318113932183
0.0004142975307557875,0.0005132535393733697,-0.00040378063780716067,0.007641121742253976,0.009536531750136497,0.014328436356759067,0.999822666142486
-2.404596559944794e-06,0.0019557253499507335,-0.00040405809001131665,0.007776349367500472,0.009412654439509888,0.030312248700314015,0.9994659063247967
-2.4051964732235698e-06,0.001955913937904844,-0.00040379150566110036,0.00777258170498853,0.009412527394514288,0.030312279188843272,0.9994659359038027
0.00010029958142986767,0.0017697847177099504,-0.00045718113735944074,0.003587149467649364,0.008406357577115196,0.0063124557358117395,0.9999383073037885
0.00010031769676401708,0.0017687246230301962,-0.0004586806656687349,0.003608349328545788,0.008406850131421194,0.006312256788135517,0.9999382281422342
0.00010030266002070479,0.0017695586228074437,-0.0004575010692009947,0.003591672681068902,0.008406444139149299,0.006312395787593683,0.9999382907178361
1.6359357331068025e-05,0.0016498517764805959,-0.0003186066813960914,0.0019968844345895982,0.0030346224798102803,-0.028777869247454013,0.9995792303567219
0.0017012658670927869,0.0002916820734324317,-0.0009488637663619855,0.003040784449754856,0.0034656091787034007,0.0073838093541072625,0.9999621105533816
0.0010745246229194039,0.0016549284130362094,-0.0009477385979556018,0.0028360007403639316,0.003633051862433639,-0.04675523484995242,0.998895743332652
0.002359282211145581,-0.00013234581309023302,-0.0013066688251724516,-0.003167045627421584,0.0009881514302993578,0.0032413307266037084,0.9999892435190815
0.0016653939167357544,0.001197510647158416,-0.0013056945159515936,-0.0032300366656527173,0.0007699556647309788,-0.06938266231268209,0.9975845930054336
0.0016653990370953664,0.001197982605289697,-0.0013054699441886926,-0.0032394963462849006,0.0007706683301363649,-0.0693826862946268,0.9975845601132207
0.003112151795212882,-0.00016544702637959034,-0.0016013193699964436,-0.0032340527774158147,-0.003087280999522133,0.0012999119958073402,0.9999891598549786
0.0023530488514665153,0.0011277837672380511,-0.0016024906233337542,-0.002969722197392809,-0.0033439502255500644,-0.08519831236497569,0.9963539764145668
0.002353446785328204,0.0011273927387314732,-0.0016012780567038094,-0.002961256329414727,-0.003336689386283381,-0.08519858663822355,0.9963540025009886
-2.1596336907687974e-05,0.0014227708692971727,-0.000452786272669127,0.0002779878096331469,0.00427159788418592,-0.09291583680680915,0.995664764589359
-2.1976714125029884e-05,0.001421958131985191,-0.0004516323894996864,0.0002934276007487393,0.0042624477844215095,-0.09291630775211096,0.995664755423653
-0.0009068152299361865,0.0026328771706045605,-0.00045233127818516267,-0.0001332973546835297,0.004276267873490105,-0.18978163074033527,0.9818170035186943
0.0011407081572221457,0.0012329175970862,-0.001027632940724079,0.0012237423648011438,-1.3209293331831183e-06,-0.09549977493547981,0.9954286993251464
0.0011404634507610062,0.0012329593018548801,-0.0010264891274718614,0.001222312022002278,-6.24809062575539e-06,-0.09550005076415903,0.9954286746012119
0.00019570363772347318,0.002398015987462594,-0.0010263556566262287,0.001223721272001447,0.00011395364099776551,-0.18903229092730697,0.9819701026546532
0.0014028914405458635,-5.848804323102183e-05,-0.0007774291725461333,-0.002165017174267885,0.002132445324131879,-0.00047062964540633967,0.9999952719314784
0.00040103740989834435,0.001057490950474943,-0.0007771919743045259,-0.002331686343519612,0.001941021932835038,-0.08557520420231124,0.996327094933378
