p_error_x,p_error_y,p_error_z,q_error_x,q_error_y,q_error_z,q_error_w
-0.054977883213289114,-0.015340068270732025,-0.001542908428876489,-7.27179704869429e-05,0.0013147081290753213,-0.8479043832349376,0.5301017102431413
-0.054375961630615706,-0.018280559081506907,-0.0015417234016183723,-0.00040740966319123957,0.00125931253876449,-0.9527794454339561,0.3035802637935321
0.004451867003322139,0.00010887331632585331,-0.002224562507819737,-0.00421440868641786,0.005641602613026091,-0.0006280641049968283,0.9999526488882903
0.004860089502670133,-0.0013274203789492393,-0.002224515983693276,-0.004880379464295172,0.005071232286357807,-0.12473977906431877,0.9921419935786486
0.004859841790869377,-0.0013266279979474004,-0.0022234439791748474,-0.004896873610379836,0.0050685030883935445,-0.12473992448953591,0.9921419079685525
0.0025884168293934876,-0.00048031335210548323,-0.0008001547142628372,0.010654149156226632,0.010704465362250878,-0.1233953361979021,0.9922426590968922
0.004093919993269499,-0.00021456100516819947,-0.0015898579561016042,-0.013232399777564083,0.007214187227845894,-0.0007171459338237707,0.9998861659211404
0.004645558616566566,-0.0016102963964684212,-0.0015901047040213431,-0.014016519563163738,0.005495412949303003,-0.12541833605762392,0.9919897069004242
0.004645566271521712,-0.0016102740145503905,-0.0015909891363327863,-0.01401694615957311,0.005495621924233988,-0.1254183361382577,0.9919896997047588
0.0027067142567676304,-0.0011571572198306943,0.024231916559505406,-0.0027785835265112684,0.003669866824036889,-0.12995546225005472,0.9915091474023097
0.0027067137994408325,-0.001157424422810853,-0.0007684577446324496,-0.0027734170866752085,0.0036686770530590033,-0.1299528214093924,0.9915095123971744
0.0027066904395774936,-0.0011576613256951765,-0.000767372481374446,-0.0027687804127013295,0.003667598200856621,-0.12995283750191855,0.9915095272379705
0.002148417159994937,-0.0009726219326992094,-0.0005021639370731586,0.0005355593757288276,0.0006531431893419111,-0.12635871136708754,0.9919842552388514
0.003327811140436534,0.00041805440933579373,-0.0012114317075644955,0.00032819814778902096,-0.0015861348982386682,0.0005582079914215887,0.9999985324318726
0.0040811464758993,-0.0008790421669493502,-0.0012100273061616193,0.0005324023537069231,-0.0015509192188709968,-0.12413326761864862,0.9922642002348101
0.004082227075964645,-0.0008786098225732099,-0.0012103234361739434,0.0005265702160477147,-0.0015283738634757535,-0.12413341217328891,0.9922642202454734
0.00224615904176112,0.0006103186840884754,-0.0008556542445568097,0.004381492544401446,0.002848950657104294,0.005987147230017392,0.9999684195369786
0.0030654093705915174,-0.0006468908316498469,-0.0008557686376669295,0.003987580407921048,0.0033930416436372913,-0.11876146375153089,0.9929090095262949
0.0006206072715276081,0.000724277812703681,-0.00029748144094035936,0.00928649067776159,0.010757875930343379,0.003935088594817296,0.9998912662255381
0.0015007461711191716,-0.000489786246425164,-0.000297491274426305,0.00786511779642158,0.011841551922329717,-0.12073211812341236,0.9925833331381066
0.0015010283236772774,-0.0004900078507268507,-0.00029748994786274463,0.007870169891343017,0.011846552899289289,-0.12073250481527481,0.9925831863835469
0.004139218851595853,-0.0007835379220678569,-0.0013685806220340747,-0.0014367404752884281,0.0032255566961016118,-0.12260315000163671,0.9924494945187299
0.004139309347898242,-0.0007832012316094095,-0.0013690673073171941,-0.001443237027526979,0.0032281080619397957,-0.12260306499772969,0.9924494872981623
0.001019384853303551,0.0002931042524377085,-0.00044166798525240025,-0.0010691203665088422,0.005834920651118143,-0.002917836819848113,0.9999781482167145
0.00201655435838579,-0.000827460840906822,-0.00044061858937505943,-0.0017937053879375964,0.0056621398945120825,-0.12757952332404093,0.9918105605513619
0.0020156653073787403,-0.0008273108597737153,-0.0004404630967207203,-0.00179894904055023,0.005644886869182805,-0.12757947445953885,0.9918106556854547
0.004229533687725589,-0.0006277461170562451,-0.0013925688858377923,-0.0004303881318589341,0.003964782768204309,-0.12973754798395354,0.9915403491067665
0.0042285867803218274,-0.0006278242171899907,-0.0013924423469718512,-0.0004312988234727203,0.003945800374488863,-0.1297375597919851,0.9915404228875142
0.005332940996438409,-0.001643562960737529,-0.0013933638028972052,-0.0009211165799506873,0.003871868670833834,-0.25236433480315035,0.9676241019613995
0.005180747479139828,-0.0005409266314713168,-0.001748693421752441,-0.001061595697858569,0.0016795065193341383,-0.11801720359720985,0.9930095628580423
0.00518059091274636,-0.0005416076052835207,-0.0017487829999913163,-0.0010484121285620764,0.001674667348274345,-0.11801721862887066,0.9930095832510313
0.005012770946841102,-0.0004736258571685671,-0.0016251615151227014,0.001345115985825631,-0.0017682413831949394,0.11669098738901862,-0.9931657854797318
0.0050128359243157596,-0.0004746079160189154,-0.00162395355486529,0.0013255194743041871,-0.0017672858464148427,0.11669149941980178,-0.9931657533674928
0.0062119251123950656,-0.0013738579950320455,-0.0016251002120907347,0.001554311271038905,-0.0015872667285172623,0.23957640218138004,-0.9708749724957543
0.004199815656073472,-0.0005394520390682965,-0.0011845318891929926,0.0026888292003585407,0.0032312499378206396,0.1316051895274125,-0.9912932983284135
0.004199982440172081,-0.0005393585541443521,-0.0011846175491293937,0.0026903525532306076,0.0032275631566450478,0.13160542729690894,-0.9912932746393511
0.0036204780814581006,-0.0004391133306560595,-0.0009440495537204989,0.0016438742366063504,0.00011729281585662405,0.1265663265447865,-0.9919567777402643
0.0036200288540204732,-0.00043831345057002494,-0.0009429577635591303,0.0016608837097395277,0.00012417867103561427,0.1265665102908477,-0.9919567251235092
0.004903723503178215,-0.0012156901417323396,-0.0009426886190917125,0.0016106137894798863,0.0003304486976296732,0.24926258379612048,-0.9684345414358997
0.001769246500313855,-0.0004701231841155347,-0.00013073758589349574,-0.0010689973179154695,-0.002542461237583228,0.1253993411600987,-0.9921025140438875
0.0030896800793049246,-0.0011816673210781961,-0.0001314130241015024,-0.0007530659117923875,-0.0026530626747022722,0.2481075679619718,-0.968728563050647
0.0039563832792248,-0.0002438269332587957,-0.0012841525707026624,0.004635762021069324,-0.003492558796378605,0.12671272816198537,-0.9919186531012085
0.003956391724856597,-0.00024459609800951687,-0.001283064756088019,0.004620481587257133,-0.0034907770669311902,0.12671278309146078,-0.9919187236520026
0.005310774249634741,-0.0008878919736210779,-0.0012833111697493418,0.005036340383334358,-0.002887341831443095,0.24939209055389705,-0.9683812791492198
0.0019184735504142215,0.0004675506983997761,-0.0011293565764702099,0.0007950627101027144,-0.00450557910960988,-0.0035441836291318085,-0.9999742721310619
0.003303877968844498,-0.00010727380586157687,-0.0011291046954113246,0.0013644105276944866,-0.00438045096707926,0.12114959387960528,-0.9926146102418169
0.003302849529257206,-0.00010781913739601676,-0.0011294006432211873,0.0013561408375376547,-0.00435867767745906,0.12114975614750093,-0.9926146976172597
0.0020386631333212946,0.00046589039882420635,-0.0008348812157319627,0.0007954000129564292,6.593230741850449e-05,-0.005464268881705259,-0.9999734896388789
0.00345094180216674,-4.048738386240591e-05,-0.0008349251479721938,0.0007720720763574899,0.00017534074278473746,0.1193154206125134,-0.9928447405247258
0.0034510754873638833,-3.9652633287284855e-05,-0.0008348497758514581,0.000788326781777884,0.0001706981719777577,0.11931560204863893,-0.9928447067563021
0.004886476063893492,-0.0004744846609191916,-0.0008338057521255111,-0.000748496387244724,-0.0002592126554881757,-0.24211642630486108,0.97023527244609
0.004886202744217295,-0.00047467733077560803,-0.0008348371688058111,-0.0007461317616179652,-0.0002653480320728067,-0.24211609831346095,0.9702353544571033
0.006341933630141296,-0.0008367557745345457,-0.000834411861186022,-0.0007128825953032984,-0.00035948683135638814,-0.36123112259245316,0.9324638941328707
0.00634243595720985,-0.0008369157312943729,-0.0008336661731562223,-0.0007062694395754933,-0.0003512732077336182,-0.3612311295890046,0.9324638995852235
0.00634163709967422,-0.0008366602281406621,-0.0008348522571728044,-0.0007168055642904149,-0.00036432507539055993,-0.3612311200554861,0.9324638902304472
0.007813838717991552,-0.0011256983529811804,-0.0008349609563321411,-0.0006584328802846857,-0.00043893686775068073,-0.4746467919040839,0.8801632075694529
0.007813141389646446,-0.0011256567153450046,-0.0008348505611591867,-0.0006657851316656451,-0.0004508162118684344,-0.4746467830546183,0.8801632008065445
0.009297239444241667,-0.001340761919760007,-0.0008339528422233386,-0.0006045045816442399,-0.0005305591014544675,-0.5806624240321255,0.8141301969719613
0.0036448548903089705,0.00023186563389952786,-0.000984184785340115,-0.0011234785708595378,0.0012105522095573903,-0.12483230894212877,0.9921612654809618
0.005137525405970073,9.110725282687748e-05,-0.0009754971692368247,-0.0012632447564013835,0.0010506647630008066,-0.2475540755697393,0.9688571048933948
0.003050359253327195,0.0003787412769326315,-0.0007388389090418786,0.0013721840483223585,0.001984500074466815,-0.11956645838411706,0.992820245315024
0.002254089000802094,0.00043308168649899836,-0.0013023733096986546,6.700118134427521e-05,0.006597427998837566,0.004958546478424419,0.9999650699863082
0.003750660242070069,0.00036681487394362236,-0.0013036168550781546,-0.0007470810289442446,0.006548318423891802,-0.11963088258922261,0.9927956850469979
0.0021360199882983757,0.000494983532214624,-0.000818114650907701,-8.385145863800924e-05,-0.0022019761500515736,-0.004839036062666557,0.9999858639000614
