p_error_x,p_error_y,p_error_z,q_error_x,q_error_y,q_error_z,q_error_w
0.001540550182277993,0.0003185097084259514,-0.0007380687324326299,0.002701111745298517,4.7953469745453615e-05,-0.00020839497121011297,0.9999871352099952
0.0026987216851703417,0.0030845426416999666,-0.0007394216672135523,0.0026909823272476124,0.0002759859402578547,-0.07762585654535559,0.9969696691272146
0.003038366236016249,0.0016215779197551652,-0.0015945083900933132,0.0008600521896636616,0.0032028444452686087,-0.029670627582899345,0.9995524808026844
0.003511294222443208,0.0030451366341552044,-0.001593453156838811,0.0008484257049965571,0.003190884018635754,-0.033124290430880554,0.9994440383226701
0.003511423668694773,0.0030451357906255017,-0.0015944872302737882,0.0008485304232694534,0.0031934731015981536,-0.033124300621702296,0.9994440296266053
0.003913462077167331,0.0044899217809315295,-0.0015940617965529633,0.0009152965652020003,0.0031810849150182238,-0.012267716734802592,0.999917522588413
0.002697253884848167,0.0016004393993638037,-0.0015078448607663136,-0.00028927150532564257,0.003560379504804387,0.019981954382947198,0.9997741857232988
0.0030570395627054214,0.001487175509713893,-0.001682190640854387,-0.000745599509264889,8.604368240190013e-05,0.042751703171013844,0.9990802920744484
0.0030573985110307275,0.0014871588050496447,-0.0016826990998372489,-0.0007455718986222238,9.323404373746426e-05,0.04275169901681619,0.9990802916276866
0.0030573712729401355,0.0014871628771462812,-0.0016826601705832514,-0.0007456299583384807,9.268649795841055e-05,0.04275169942507423,0.9990802916178345
0.003313256003990274,0.002965741837292921,-0.001681438235864547,-0.0007374004066373834,0.00014508234135415386,0.10676744023596571,0.9942785577266285
0.0033130243482682523,0.00296580416040696,-0.0016826605926411296,-0.0007381450107145793,0.0001403430604611593,0.1067674438166902,0.9942785574698618
0.0034943803159598226,0.004454216785607137,-0.0016826331519798343,-0.0007303327468885187,0.00019984712482409712,0.18631765560354072,0.9824840249812395
0.0034939015854359504,0.004454448513923751,-0.0016826548374525158,-0.0007331030169395683,0.00018957043299181974,0.1863173470343989,0.9824840834714891
0.0036007347879372133,0.005951655451203942,-0.001682674030049923,-0.0007113875142185912,0.0002542094290216539,0.2756419374958858,0.9612547284963626
0.0018485615484341994,1.4546331466050617e-05,-0.001202268754520005,-0.0031437442112516836,0.004312983534286183,-0.0002145689062207079,0.9999403034367398
0.0018803252355345766,0.0015141356566524494,-0.0012024475039266423,-0.002704776205002533,0.004597513068040811,0.09700886262833469,0.9952235774249095
0.0018806298092288384,0.0015138895843411439,-0.0012034675169151146,-0.002700444024264773,0.004604127389154102,0.09700880054666587,0.995223564663318
0.0018377465533241828,0.003011812176556671,0.023797008064811248,-0.002247571243484278,0.004848308232474586,0.19274968343016935,0.9811871092202373
